»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.43.0
»»»  Vision Version:	5.43.2 (R)
»»»  Vision Compiled:	12/22/22
»»»  Driver Version:	5.43.1
»»»  Windows Version:	Windows 8, 8.1 or 10
»»»  Processor Information:	x86 (AMD or Intel) - 6 Processors
»»»  Tester Name:	PLC20323-466 (30V)
»»»  Tester S/N:	PLC20323-466
»»»  Internal Amp Type:	 30V RevH   5k
»»»  Internal Amp S/N:	iAB1-478/H     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	4/10/2025 - 16:34:39
Configured:	04/10/25 10:58:41 AM
Executed:	04/10/25 04:34:08 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	1.00e-04
Sample Thickness (µm):	3.00e-01

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PLC20323-466 (30V)
Tester Serial Number:	PLC20323-466
Return Signal Amp. Level:	0.19 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-3
Volts:	8.00
Field:	266.67 (kV/cm)
DCBias:	0.00
DCField:	0.00 (kV/cm)
Hysteresis Period (ms):	1.00e+01
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	10001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (µC/cm2)	Capacitance (µF)	Normalized Capacitance (µF/cm2)	Dielectric Constant	Instantaneous Current (mA)
8753	8.7520e+00	-3.9973	-31.434141	-27.372457	-273724.565327	-9.283605	-0.008768
8754	8.7530e+00	-3.9930	-31.366386	21.151444	211514.436844	7.173694	0.006775
8755	8.7540e+00	-3.9899	-31.390299	-7.465215	-74652.154180	-2.531892	-0.002391
8756	8.7550e+00	-3.9860	-31.426169	-11.197823	-111978.231270	-3.797838	-0.003587
8757	8.7560e+00	-3.9836	-31.330516	29.860862	298608.616721	10.127569	0.009565
8758	8.7570e+00	-3.9810	-31.342473	-3.732608	-37326.077090	-1.265946	-0.001196
8759	8.7580e+00	-3.9771	-31.358415	-4.976810	-49768.102787	-1.687928	-0.001594
8760	8.7590e+00	-3.9731	-31.346458	3.732608	37326.077090	1.265946	0.001196
8761	8.7600e+00	-3.9713	-31.346458	0.000000	0.000000	0.000000	0.000000
8762	8.7610e+00	-3.9669	-31.306603	12.442026	124420.256967	4.219820	0.003986
8763	8.7620e+00	-3.9629	-31.322545	-4.976810	-49768.102787	-1.687928	-0.001594
8764	8.7630e+00	-3.9598	-31.306603	4.976810	49768.102787	1.687928	0.001594
8765	8.7640e+00	-3.9571	-31.374357	-21.151444	-211514.436844	-7.173694	-0.006775
8766	8.7650e+00	-3.9542	-31.290660	26.128254	261282.539631	8.861622	0.008370
8767	8.7660e+00	-3.9509	-31.326530	-11.197823	-111978.231270	-3.797838	-0.003587
8768	8.7670e+00	-3.9468	-31.330516	-1.244203	-12442.025697	-0.421982	-0.000399
8769	8.7680e+00	-3.9458	-31.310588	6.221013	62210.128483	2.109910	0.001993
8770	8.7690e+00	-3.9422	-31.266747	13.686228	136862.282664	4.641802	0.004384
8771	8.7700e+00	-3.9376	-31.262761	1.244203	12442.025697	0.421982	0.000399
8772	8.7710e+00	-3.9350	-31.278704	-4.976810	-49768.102787	-1.687928	-0.001594
8773	8.7720e+00	-3.9317	-31.270732	2.488405	24884.051393	0.843964	0.000797
8774	8.7730e+00	-3.9278	-31.310588	-12.442026	-124420.256967	-4.219820	-0.003986
8775	8.7740e+00	-3.9240	-31.250805	18.663039	186630.385450	6.329730	0.005978
8776	8.7750e+00	-3.9213	-31.222906	8.709418	87094.179877	2.953874	0.002790
8777	8.7760e+00	-3.9182	-31.230877	-2.488405	-24884.051393	-0.843964	-0.000797
8778	8.7770e+00	-3.9156	-31.179065	16.174633	161746.334057	5.485766	0.005181
8779	8.7780e+00	-3.9133	-31.254790	-23.639849	-236398.488237	-8.017658	-0.007573
8780	8.7790e+00	-3.9091	-31.254790	0.000000	0.000000	0.000000	0.000000
8781	8.7800e+00	-3.9066	-31.191021	19.907241	199072.411147	6.751712	0.006377
8782	8.7810e+00	-3.9030	-31.198992	-2.488405	-24884.051393	-0.843964	-0.000797
8783	8.7820e+00	-3.8990	-31.222906	-7.465215	-74652.154180	-2.531892	-0.002391
8784	8.7830e+00	-3.8960	-31.254790	-9.953621	-99536.205574	-3.375856	-0.003188
8785	8.7840e+00	-3.8943	-31.210949	13.686228	136862.282664	4.641802	0.004384
8786	8.7850e+00	-3.8915	-31.195007	4.976810	49768.102787	1.687928	0.001594
8787	8.7860e+00	-3.8872	-31.191021	1.244203	12442.025697	0.421982	0.000399
8788	8.7870e+00	-3.8853	-31.151166	12.442026	124420.256967	4.219820	0.003986
8789	8.7880e+00	-3.8804	-31.195007	-13.686228	-136862.282664	-4.641802	-0.004384
8790	8.7890e+00	-3.8772	-31.127252	21.151444	211514.436844	7.173694	0.006775
8791	8.7900e+00	-3.8749	-31.167108	-12.442026	-124420.256967	-4.219820	-0.003986
8792	8.7910e+00	-3.8710	-31.159137	2.488405	24884.051393	0.843964	0.000797
8793	8.7920e+00	-3.8689	-31.135223	7.465215	74652.154180	2.531892	0.002391
8794	8.7930e+00	-3.8658	-31.139209	-1.244203	-12442.025697	-0.421982	-0.000399
8795	8.7940e+00	-3.8602	-31.183050	-13.686228	-136862.282664	-4.641802	-0.004384
8796	8.7950e+00	-3.8591	-31.131238	16.174633	161746.334057	5.485766	0.005181
8797	8.7960e+00	-3.8552	-31.119281	3.732608	37326.077090	1.265946	0.001196
8798	8.7970e+00	-3.8512	-31.147180	-8.709418	-87094.179877	-2.953874	-0.002790
8799	8.7980e+00	-3.8483	-31.087397	18.663039	186630.385450	6.329730	0.005978
8800	8.7990e+00	-3.8445	-31.147180	-18.663039	-186630.385450	-6.329730	-0.005978
8801	8.8000e+00	-3.8420	-31.111310	11.197823	111978.231270	3.797838	0.003587
8802	8.8010e+00	-3.8384	-31.079425	9.953621	99536.205574	3.375856	0.003188
8803	8.8020e+00	-3.8377	-31.075440	1.244203	12442.025697	0.421982	0.000399
8804	8.8030e+00	-3.8319	-31.039570	11.197823	111978.231270	3.797838	0.003587
8805	8.8040e+00	-3.8278	-31.107324	-21.151444	-211514.436844	-7.173694	-0.006775
8806	8.8050e+00	-3.8267	-31.095368	3.732608	37326.077090	1.265946	0.001196
8807	8.8060e+00	-3.8229	-31.031599	19.907241	199072.411147	6.751712	0.006377
8808	8.8070e+00	-3.8205	-31.123267	-28.616659	-286166.591024	-9.705587	-0.009167
8809	8.8080e+00	-3.8161	-31.023628	31.105064	311050.642417	10.549551	0.009964
8810	8.8090e+00	-3.8132	-31.079425	-17.418836	-174188.359754	-5.907748	-0.005580
8811	8.8100e+00	-3.8113	-31.011671	21.151444	211514.436844	7.173694	0.006775
8812	8.8110e+00	-3.8066	-31.071454	-18.663039	-186630.385450	-6.329730	-0.005978
8813	8.8120e+00	-3.8042	-31.059498	3.732608	37326.077090	1.265946	0.001196
8814	8.8130e+00	-3.8007	-31.019642	12.442026	124420.256967	4.219820	0.003986
8815	8.8140e+00	-3.7971	-31.043555	-7.465215	-74652.154180	-2.531892	-0.002391
8816	8.8150e+00	-3.7939	-31.023628	6.221013	62210.128483	2.109910	0.001993
8817	8.8160e+00	-3.7924	-30.951887	22.395646	223956.462540	7.595676	0.007174
8818	8.8170e+00	-3.7877	-31.019642	-21.151444	-211514.436844	-7.173694	-0.006775
8819	8.8180e+00	-3.7855	-30.963844	17.418836	174188.359754	5.907748	0.005580
8820	8.8190e+00	-3.7819	-31.027613	-19.907241	-199072.411147	-6.751712	-0.006377
8821	8.8200e+00	-3.7789	-30.967830	18.663039	186630.385450	6.329730	0.005978
8822	8.8210e+00	-3.7746	-30.979786	-3.732608	-37326.077090	-1.265946	-0.001196
8823	8.8220e+00	-3.7708	-30.987757	-2.488405	-24884.051393	-0.843964	-0.000797
8824	8.8230e+00	-3.7685	-30.935945	16.174633	161746.334057	5.485766	0.005181
8825	8.8240e+00	-3.7663	-30.943916	-2.488405	-24884.051393	-0.843964	-0.000797
8826	8.8250e+00	-3.7623	-30.951887	-2.488405	-24884.051393	-0.843964	-0.000797
8827	8.8260e+00	-3.7591	-30.963844	-3.732608	-37326.077090	-1.265946	-0.001196
8828	8.8270e+00	-3.7562	-30.912032	16.174633	161746.334057	5.485766	0.005181
8829	8.8280e+00	-3.7529	-30.927974	-4.976810	-49768.102787	-1.687928	-0.001594
8830	8.8290e+00	-3.7497	-30.916017	3.732608	37326.077090	1.265946	0.001196
8831	8.8300e+00	-3.7467	-30.868191	14.930431	149304.308360	5.063784	0.004783
8832	8.8310e+00	-3.7440	-30.947902	-24.884051	-248840.513934	-8.439640	-0.007971
8833	8.8320e+00	-3.7392	-30.896089	16.174633	161746.334057	5.485766	0.005181
8834	8.8330e+00	-3.7374	-30.943916	-14.930431	-149304.308360	-5.063784	-0.004783
8835	8.8340e+00	-3.7346	-30.864205	24.884051	248840.513934	8.439640	0.007971
8836	8.8350e+00	-3.7309	-30.892104	-8.709418	-87094.179877	-2.953874	-0.002790
8837	8.8360e+00	-3.7257	-30.935945	-13.686228	-136862.282664	-4.641802	-0.004384
8838	8.8370e+00	-3.7240	-30.856234	24.884051	248840.513934	8.439640	0.007971
8839	8.8380e+00	-3.7208	-30.868191	-3.732608	-37326.077090	-1.265946	-0.001196
8840	8.8390e+00	-3.7174	-30.884133	-4.976810	-49768.102787	-1.687928	-0.001594
8841	8.8400e+00	-3.7152	-30.959859	-23.639849	-236398.488237	-8.017658	-0.007573
8842	8.8410e+00	-3.7100	-30.844277	36.081875	360818.745204	12.237479	0.011558
8843	8.8420e+00	-3.7078	-30.820364	7.465215	74652.154180	2.531892	0.002391
8844	8.8430e+00	-3.7050	-30.852248	-9.953621	-99536.205574	-3.375856	-0.003188
8845	8.8440e+00	-3.7011	-30.820364	9.953621	99536.205574	3.375856	0.003188
8846	8.8450e+00	-3.6987	-30.812393	2.488405	24884.051393	0.843964	0.000797
8847	8.8460e+00	-3.6950	-30.840292	-8.709418	-87094.179877	-2.953874	-0.002790
8848	8.8470e+00	-3.6921	-30.828335	3.732608	37326.077090	1.265946	0.001196
8849	8.8480e+00	-3.6900	-30.824349	1.244203	12442.025697	0.421982	0.000399
8850	8.8490e+00	-3.6850	-30.788479	11.197823	111978.231270	3.797838	0.003587
8851	8.8500e+00	-3.6830	-30.832320	-13.686228	-136862.282664	-4.641802	-0.004384
8852	8.8510e+00	-3.6796	-30.724710	33.593469	335934.693811	11.393515	0.010761
8853	8.8520e+00	-3.6774	-30.812393	-27.372457	-273724.565327	-9.283605	-0.008768
8854	8.8530e+00	-3.6723	-30.756595	17.418836	174188.359754	5.907748	0.005580
8855	8.8540e+00	-3.6705	-30.832320	-23.639849	-236398.488237	-8.017658	-0.007573
8856	8.8550e+00	-3.6667	-30.764566	21.151444	211514.436844	7.173694	0.006775
8857	8.8560e+00	-3.6639	-30.756595	2.488405	24884.051393	0.843964	0.000797
8858	8.8570e+00	-3.6585	-30.776523	-6.221013	-62210.128483	-2.109910	-0.001993
8859	8.8580e+00	-3.6573	-30.724710	16.174633	161746.334057	5.485766	0.005181
8860	8.8590e+00	-3.6547	-30.768551	-13.686228	-136862.282664	-4.641802	-0.004384
8861	8.8600e+00	-3.6509	-30.712754	17.418836	174188.359754	5.907748	0.005580
8862	8.8610e+00	-3.6478	-30.732681	-6.221013	-62210.128483	-2.109910	-0.001993
8863	8.8620e+00	-3.6440	-30.788479	-17.418836	-174188.359754	-5.907748	-0.005580
8864	8.8630e+00	-3.6412	-30.748624	12.442026	124420.256967	4.219820	0.003986
8865	8.8640e+00	-3.6379	-30.752609	-1.244203	-12442.025697	-0.421982	-0.000399
8866	8.8650e+00	-3.6350	-30.728696	7.465215	74652.154180	2.531892	0.002391
8867	8.8660e+00	-3.6314	-30.652970	23.639849	236398.488237	8.017658	0.007573
8868	8.8670e+00	-3.6286	-30.692826	-12.442026	-124420.256967	-4.219820	-0.003986
8869	8.8680e+00	-3.6257	-30.637028	17.418836	174188.359754	5.907748	0.005580
8870	8.8690e+00	-3.6226	-30.668912	-9.953621	-99536.205574	-3.375856	-0.003188
8871	8.8700e+00	-3.6190	-30.656956	3.732608	37326.077090	1.265946	0.001196
8872	8.8710e+00	-3.6156	-30.660941	-1.244203	-12442.025697	-0.421982	-0.000399
8873	8.8720e+00	-3.6132	-30.629057	9.953621	99536.205574	3.375856	0.003188
8874	8.8730e+00	-3.6116	-30.629057	0.000000	0.000000	0.000000	0.000000
8875	8.8740e+00	-3.6062	-30.637028	-2.488405	-24884.051393	-0.843964	-0.000797
8876	8.8750e+00	-3.6027	-30.637028	0.000000	0.000000	0.000000	0.000000
8877	8.8760e+00	-3.6012	-30.621086	4.976810	49768.102787	1.687928	0.001594
8878	8.8770e+00	-3.5967	-30.597172	7.465215	74652.154180	2.531892	0.002391
8879	8.8780e+00	-3.5932	-30.656956	-18.663039	-186630.385450	-6.329730	-0.005978
8880	8.8790e+00	-3.5898	-30.625071	9.953621	99536.205574	3.375856	0.003188
8881	8.8800e+00	-3.5876	-30.672898	-14.930431	-149304.308360	-5.063784	-0.004783
8882	8.8810e+00	-3.5825	-30.672898	0.000000	0.000000	0.000000	0.000000
8883	8.8820e+00	-3.5804	-30.533403	43.547090	435470.899384	14.769371	0.013949
8884	8.8830e+00	-3.5773	-30.625071	-28.616659	-286166.591024	-9.705587	-0.009167
8885	8.8840e+00	-3.5737	-30.521447	32.349267	323492.668114	10.971533	0.010362
8886	8.8850e+00	-3.5706	-30.601158	-24.884051	-248840.513934	-8.439640	-0.007971
8887	8.8860e+00	-3.5678	-30.621086	-6.221013	-62210.128483	-2.109910	-0.001993
8888	8.8870e+00	-3.5652	-30.597172	7.465215	74652.154180	2.531892	0.002391
8889	8.8880e+00	-3.5619	-30.601158	-1.244203	-12442.025697	-0.421982	-0.000399
8890	8.8890e+00	-3.5583	-30.549345	16.174633	161746.334057	5.485766	0.005181
8891	8.8900e+00	-3.5561	-30.561302	-3.732608	-37326.077090	-1.265946	-0.001196
8892	8.8910e+00	-3.5528	-30.505504	17.418836	174188.359754	5.907748	0.005580
8893	8.8920e+00	-3.5482	-30.549345	-13.686228	-136862.282664	-4.641802	-0.004384
8894	8.8930e+00	-3.5449	-30.521447	8.709418	87094.179877	2.953874	0.002790
8895	8.8940e+00	-3.5416	-30.505504	4.976810	49768.102787	1.687928	0.001594
8896	8.8950e+00	-3.5394	-30.581230	-23.639849	-236398.488237	-8.017658	-0.007573
8897	8.8960e+00	-3.5349	-30.485576	29.860862	298608.616721	10.127569	0.009565
8898	8.8970e+00	-3.5327	-30.533403	-14.930431	-149304.308360	-5.063784	-0.004783
8899	8.8980e+00	-3.5291	-30.473620	18.663039	186630.385450	6.329730	0.005978
8900	8.8990e+00	-3.5271	-30.501519	-8.709418	-87094.179877	-2.953874	-0.002790
8901	8.9000e+00	-3.5233	-30.469634	9.953621	99536.205574	3.375856	0.003188
8902	8.9010e+00	-3.5201	-30.481591	-3.732608	-37326.077090	-1.265946	-0.001196
8903	8.9020e+00	-3.5164	-30.453692	8.709418	87094.179877	2.953874	0.002790
8904	8.9030e+00	-3.5120	-30.501519	-14.930431	-149304.308360	-5.063784	-0.004783
8905	8.9040e+00	-3.5112	-30.461663	12.442026	124420.256967	4.219820	0.003986
8906	8.9050e+00	-3.5078	-30.477605	-4.976810	-49768.102787	-1.687928	-0.001594
8907	8.9060e+00	-3.5045	-30.433764	13.686228	136862.282664	4.641802	0.004384
8908	8.9070e+00	-3.5007	-30.493548	-18.663039	-186630.385450	-6.329730	-0.005978
8909	8.9080e+00	-3.4976	-30.421807	22.395646	223956.462541	7.595676	0.007174
8910	8.9090e+00	-3.4937	-30.425793	-1.244203	-12442.025697	-0.421982	-0.000399
8911	8.9100e+00	-3.4898	-30.421807	1.244203	12442.025697	0.421982	0.000399
8912	8.9110e+00	-3.4879	-30.389923	9.953621	99536.205574	3.375856	0.003188
8913	8.9120e+00	-3.4857	-30.429779	-12.442026	-124420.256967	-4.219820	-0.003986
8914	8.9130e+00	-3.4808	-30.389923	12.442026	124420.256967	4.219820	0.003986
8915	8.9140e+00	-3.4776	-30.409851	-6.221013	-62210.128483	-2.109910	-0.001993
8916	8.9150e+00	-3.4756	-30.354053	17.418836	174188.359754	5.907748	0.005580
8917	8.9160e+00	-3.4706	-30.433764	-24.884051	-248840.513934	-8.439640	-0.007971
8918	8.9170e+00	-3.4672	-30.377966	17.418836	174188.359754	5.907748	0.005580
8919	8.9180e+00	-3.4652	-30.401880	-7.465215	-74652.154180	-2.531892	-0.002391
8920	8.9190e+00	-3.4606	-30.389923	3.732608	37326.077090	1.265946	0.001196
8921	8.9200e+00	-3.4602	-30.334125	17.418836	174188.359754	5.907748	0.005580
8922	8.9210e+00	-3.4543	-30.413836	-24.884051	-248840.513934	-8.439640	-0.007971
8923	8.9220e+00	-3.4528	-30.342096	22.395646	223956.462541	7.595676	0.007174
8924	8.9230e+00	-3.4477	-30.362024	-6.221013	-62210.128483	-2.109910	-0.001993
8925	8.9240e+00	-3.4457	-30.338111	7.465215	74652.154180	2.531892	0.002391
8926	8.9250e+00	-3.4435	-30.274342	19.907241	199072.411147	6.751712	0.006377
8927	8.9260e+00	-3.4395	-30.338111	-19.907241	-199072.411147	-6.751712	-0.006377
8928	8.9270e+00	-3.4348	-30.298255	12.442026	124420.256967	4.219820	0.003986
8929	8.9280e+00	-3.4322	-30.322168	-7.465215	-74652.154180	-2.531892	-0.002391
8930	8.9290e+00	-3.4290	-30.310212	3.732608	37326.077090	1.265946	0.001196
8931	8.9300e+00	-3.4277	-30.294269	4.976810	49768.102787	1.687928	0.001594
8932	8.9310e+00	-3.4232	-30.326154	-9.953621	-99536.205574	-3.375856	-0.003188
8933	8.9320e+00	-3.4199	-30.330139	-1.244203	-12442.025697	-0.421982	-0.000399
8934	8.9330e+00	-3.4178	-30.278327	16.174633	161746.334057	5.485766	0.005181
8935	8.9340e+00	-3.4133	-30.254414	7.465215	74652.154180	2.531892	0.002391
8936	8.9350e+00	-3.4099	-30.302241	-14.930431	-149304.308360	-5.063784	-0.004783
8937	8.9360e+00	-3.4070	-30.254414	14.930431	149304.308360	5.063784	0.004783
8938	8.9370e+00	-3.4040	-30.254414	0.000000	0.000000	0.000000	0.000000
8939	8.9380e+00	-3.4007	-30.274342	-6.221013	-62210.128483	-2.109910	-0.001993
8940	8.9390e+00	-3.3959	-30.266370	2.488405	24884.051393	0.843964	0.000797
8941	8.9400e+00	-3.3959	-30.226515	-12.442026	-124420.256967	-4.219820	0.003986
8942	8.9410e+00	-3.3905	-30.234486	-2.488405	-24884.051393	-0.843964	-0.000797
8943	8.9420e+00	-3.3867	-30.222529	3.732608	37326.077090	1.265946	0.001196
8944	8.9430e+00	-3.3846	-30.198616	7.465215	74652.154180	2.531892	0.002391
8945	8.9440e+00	-3.3817	-30.158760	12.442026	124420.256967	4.219820	0.003986
8946	8.9450e+00	-3.3791	-30.198616	-12.442026	-124420.256967	-4.219820	-0.003986
8947	8.9460e+00	-3.3751	-30.194630	1.244203	12442.025697	0.421982	0.000399
8948	8.9470e+00	-3.3728	-30.174702	6.221013	62210.128483	2.109910	0.001993
8949	8.9480e+00	-3.3687	-30.154775	6.221013	62210.128483	2.109910	0.001993
8950	8.9490e+00	-3.3657	-30.154775	0.000000	0.000000	0.000000	0.000000
8951	8.9500e+00	-3.3626	-30.162746	-2.488405	-24884.051393	-0.843964	-0.000797
8952	8.9510e+00	-3.3595	-30.158760	1.244203	12442.025697	0.421982	0.000399
8953	8.9520e+00	-3.3566	-30.182674	-7.465215	-74652.154180	-2.531892	-0.002391
8954	8.9530e+00	-3.3527	-30.114919	21.151444	211514.436844	7.173694	0.006775
8955	8.9540e+00	-3.3496	-30.182674	-21.151444	-211514.436844	-7.173694	-0.006775
8956	8.9550e+00	-3.3463	-30.142818	12.442026	124420.256967	4.219820	0.003986
8957	8.9560e+00	-3.3434	-30.166731	-7.465215	-74652.154180	-2.531892	-0.002391
8958	8.9570e+00	-3.3388	-30.134847	9.953621	99536.205574	3.375856	0.003188
8959	8.9580e+00	-3.3370	-30.094991	12.442026	124420.256967	4.219820	0.003986
8960	8.9590e+00	-3.3337	-30.130861	-11.197823	-111978.231270	-3.797838	-0.003587
8961	8.9600e+00	-3.3297	-30.118905	3.732608	37326.077090	1.265946	0.001196
8962	8.9610e+00	-3.3268	-30.126876	-2.488405	-24884.051393	-0.843964	-0.000797
8963	8.9620e+00	-3.3237	-30.098977	8.709418	87094.179877	2.953874	0.002790
8964	8.9630e+00	-3.3208	-30.067092	9.953621	99536.205574	3.375856	0.003188
8965	8.9640e+00	-3.3177	-30.067092	0.000000	0.000000	0.000000	0.000000
8966	8.9650e+00	-3.3146	-29.987381	24.884051	248840.513934	8.439640	0.007971
8967	8.9660e+00	-3.3114	-30.079049	-28.616659	-286166.591024	-9.705587	-0.009167
8968	8.9670e+00	-3.3075	-30.091006	-3.732608	-37326.077090	-1.265946	-0.001196
8969	8.9680e+00	-3.3042	-30.035208	17.418836	174188.359754	5.907748	0.005580
8970	8.9690e+00	-3.3003	-30.083035	-14.930431	-149304.308360	-5.063784	-0.004783
8971	8.9700e+00	-3.2980	-30.039193	13.686228	136862.282664	4.641802	0.004384
8972	8.9710e+00	-3.2952	-30.091006	-16.174633	-161746.334057	-5.485766	-0.005181
8973	8.9720e+00	-3.2913	-29.947525	44.791293	447912.925081	15.191353	0.014348
8974	8.9730e+00	-3.2892	-30.043179	-29.860862	-298608.616721	-10.127569	-0.009565
8975	8.9740e+00	-3.2854	-30.027237	4.976810	49768.102787	1.687928	0.001594
8976	8.9750e+00	-3.2806	-29.975424	16.174633	161746.334057	5.485766	0.005181
8977	8.9760e+00	-3.2786	-29.999338	-7.465215	-74652.154180	-2.531892	-0.002391
8978	8.9770e+00	-3.2755	-29.983395	4.976810	49768.102787	1.687928	0.001594
8979	8.9780e+00	-3.2746	-29.991367	-2.488405	-24884.051393	-0.843964	-0.000797
8980	8.9790e+00	-3.2684	-30.035208	-13.686228	-136862.282664	-4.641802	-0.004384
8981	8.9800e+00	-3.2652	-30.003323	9.953621	99536.205574	3.375856	0.003188
8982	8.9810e+00	-3.2635	-29.963468	12.442026	124420.256967	4.219820	0.003986
8983	8.9820e+00	-3.2603	-29.955496	2.488405	24884.051393	0.843964	0.000797
8984	8.9830e+00	-3.2571	-29.963468	-2.488405	-24884.051393	-0.843964	-0.000797
8985	8.9840e+00	-3.2544	-29.927598	11.197823	111978.231270	3.797838	0.003587
8986	8.9850e+00	-3.2511	-29.951511	-7.465215	-74652.154180	-2.531892	-0.002391
8987	8.9860e+00	-3.2462	-29.983395	-9.953621	-99536.205574	-3.375856	-0.003188
8988	8.9870e+00	-3.2426	-29.927598	17.418836	174188.359754	5.907748	0.005580
8989	8.9880e+00	-3.2416	-29.955496	-8.709418	-87094.179877	-2.953874	-0.002790
8990	8.9890e+00	-3.2375	-29.907670	14.930431	149304.308360	5.063784	0.004783
8991	8.9900e+00	-3.2349	-29.883756	7.465215	74652.154180	2.531892	0.002391
8992	8.9910e+00	-3.2298	-29.823973	18.663039	186630.385450	6.329730	0.005978
8993	8.9920e+00	-3.2284	-29.939554	-36.081875	-360818.745204	-12.237479	-0.011558
8994	8.9930e+00	-3.2243	-29.899699	12.442026	124420.256967	4.219820	0.003986
8995	8.9940e+00	-3.2222	-29.903684	-1.244203	-12442.025697	-0.421982	-0.000399
8996	8.9950e+00	-3.2195	-29.931583	-8.709418	-87094.179877	-2.953874	-0.002790
8997	8.9960e+00	-3.2160	-29.835930	29.860862	298608.616721	10.127569	0.009565
8998	8.9970e+00	-3.2115	-29.883756	-14.930431	-149304.308360	-5.063784	-0.004783
8999	8.9980e+00	-3.2101	-29.784117	31.105064	311050.642417	10.549551	0.009964
9000	8.9990e+00	-3.2055	-29.823973	-12.442026	-124420.256967	-4.219820	-0.003986
9001	9.0000e+00	-3.2037	-29.835930	-3.732608	-37326.077090	-1.265946	-0.001196
9002	9.0010e+00	-3.1998	-29.812016	7.465215	74652.154180	2.531892	0.002391
9003	9.0020e+00	-3.1972	-29.867814	-17.418836	-174188.359754	-5.907748	-0.005580
9004	9.0030e+00	-3.1936	-29.827958	12.442026	124420.256967	4.219820	0.003986
9005	9.0040e+00	-3.1918	-29.816002	3.732608	37326.077090	1.265946	0.001196
9006	9.0050e+00	-3.1879	-29.796074	6.221013	62210.128483	2.109910	0.001993
9007	9.0060e+00	-3.1857	-29.764189	9.953621	99536.205574	3.375856	0.003188
9008	9.0070e+00	-3.1814	-29.808031	-13.686228	-136862.282664	-4.641802	-0.004384
9009	9.0080e+00	-3.1796	-29.764189	13.686228	136862.282664	4.641802	0.004384
9010	9.0090e+00	-3.1750	-29.812016	-14.930431	-149304.308360	-5.063784	-0.004783
9011	9.0100e+00	-3.1716	-29.792088	6.221013	62210.128483	2.109910	0.001993
9012	9.0110e+00	-3.1683	-29.744262	14.930431	149304.308360	5.063784	0.004783
9013	9.0120e+00	-3.1648	-29.792088	-14.930431	-149304.308360	-5.063784	-0.004783
9014	9.0130e+00	-3.1620	-29.740276	16.174633	161746.334057	5.485766	0.005181
9015	9.0140e+00	-3.1596	-29.780132	-12.442026	-124420.256967	-4.219820	-0.003986
9016	9.0150e+00	-3.1546	-29.780132	0.000000	0.000000	0.000000	0.000000
9017	9.0160e+00	-3.1516	-29.764189	4.976810	49768.102787	1.687928	0.001594
9018	9.0170e+00	-3.1475	-29.704406	18.663039	186630.385450	6.329730	0.005978
9019	9.0180e+00	-3.1441	-29.728319	-7.465215	-74652.154180	-2.531892	-0.002391
9020	9.0190e+00	-3.1415	-29.744262	-4.976810	-49768.102787	-1.687928	-0.001594
9021	9.0200e+00	-3.1391	-29.720348	7.465215	74652.154180	2.531892	0.002391
9022	9.0210e+00	-3.1364	-29.736290	-4.976810	-49768.102787	-1.687928	-0.001594
9023	9.0220e+00	-3.1315	-29.716363	6.221013	62210.128483	2.109910	0.001993
9024	9.0230e+00	-3.1290	-29.684478	9.953621	99536.205574	3.375856	0.003188
9025	9.0240e+00	-3.1250	-29.716363	-9.953621	-99536.205574	-3.375856	-0.003188
9026	9.0250e+00	-3.1210	-29.672521	13.686228	136862.282664	4.641802	0.004384
9027	9.0260e+00	-3.1197	-29.668536	1.244203	12442.025697	0.421982	0.000399
9028	9.0270e+00	-3.1147	-29.656579	3.732608	37326.077090	1.265946	0.001196
9029	9.0280e+00	-3.1139	-29.688464	-9.953621	-99536.205574	-3.375856	-0.003188
9030	9.0290e+00	-3.1078	-29.632666	17.418836	174188.359754	5.907748	0.005580
9031	9.0300e+00	-3.1078	-29.628680	1.244203	12442.025697	0.421982	0.000399
9032	9.0310e+00	-3.1036	-29.632666	-1.244203	-12442.025697	-0.421982	-0.000399
9033	9.0320e+00	-3.1006	-29.636651	-1.244203	-12442.025697	-0.421982	-0.000399
9034	9.0330e+00	-3.0964	-29.616724	6.221013	62210.128483	2.109910	0.001993
9035	9.0340e+00	-3.0933	-29.632666	-4.976810	-49768.102787	-1.687928	-0.001594
